"county","county_name","ec_county","ec_high_county"
16001,"Ada, Idaho",0.98964,1.43308
16003,"Adams, Idaho",0.86124003,1.15955
16005,"Bannock, Idaho",0.8642,1.30773
16007,"Bear Lake, Idaho",0.98764998,1.2563
16009,"Benewah, Idaho",0.69935,1.04009
16011,"Bingham, Idaho",0.82173997,1.2812999
16013,"Blaine, Idaho",0.91799998,1.55723
16015,"Boise, Idaho",0.88226002,1.2186
16017,"Bonner, Idaho",0.88963002,1.32444
16019,"Bonneville, Idaho",0.90030003,1.36937
16021,"Boundary, Idaho",0.83205003,1.19537
16023,"Butte, Idaho",0.89429998,1.1764801
16025,"Camas, Idaho",NA,NA
16027,"Canyon, Idaho",0.77136999,1.25608
16029,"Caribou, Idaho",0.98451,1.26364
16031,"Cassia, Idaho",0.70995998,1.24983
16035,"Clearwater, Idaho",0.72012001,1.14756
16037,"Custer, Idaho",0.88988,1.2764
16039,"Elmore, Idaho",0.87404001,1.24576
16041,"Franklin, Idaho",1.01656,1.30699
16043,"Fremont, Idaho",0.96243,1.2953
16045,"Gem, Idaho",0.82819003,1.19866
16047,"Gooding, Idaho",0.68133003,1.14078
16049,"Idaho, Idaho",0.79925001,1.1556
16051,"Jefferson, Idaho",1.0208,1.37756
16053,"Jerome, Idaho",0.55858999,1.04493
16055,"Kootenai, Idaho",0.9138,1.29725
16057,"Latah, Idaho",1.07522,1.39624
16059,"Lemhi, Idaho",0.89494997,1.25834
16061,"Lewis, Idaho",0.79544002,1.12323
16063,"Lincoln, Idaho",0.67234999,1.09588
16065,"Madison, Idaho",1.28088,1.44485
16067,"Minidoka, Idaho",0.66323,1.17865
16069,"Nez Perce, Idaho",0.76748002,1.14518
16071,"Oneida, Idaho",1.03951,1.31905
16073,"Owyhee, Idaho",0.70852,1.13699
16075,"Payette, Idaho",0.71708,1.11909
16077,"Power, Idaho",0.64029002,1.1329499
16079,"Shoshone, Idaho",0.72836,1.07335
16081,"Teton, Idaho",1.02827,1.56319
16083,"Twin Falls, Idaho",0.80756998,1.24516
16085,"Valley, Idaho",0.94411999,1.37552
16087,"Washington, Idaho",0.75248998,1.14236
17000,"State average, Illinois",0.840682154019608,1.29264911852941
17001,"Adams, Illinois",0.84658998,1.35137
17003,"Alexander, Illinois",0.60172999,0.97444999
17005,"Bond, Illinois",0.87770998,1.31148
17007,"Boone, Illinois",0.80488002,1.30809
17009,"Brown, Illinois",0.86974001,1.27309
17011,"Bureau, Illinois",0.87740999,1.30079
17013,"Calhoun, Illinois",0.99957001,1.36438
17015,"Carroll, Illinois",0.87941998,1.23808
17017,"Cass, Illinois",0.59776002,1.13692
17019,"Champaign, Illinois",0.91205001,1.4834
17021,"Christian, Illinois",0.81603003,1.21446
17023,"Clark, Illinois",0.86019999,1.2712801
17025,"Clay, Illinois",0.80944997,1.19127
17027,"Clinton, Illinois",1.05951,1.42285
17029,"Coles, Illinois",0.81581002,1.31446
17031,"Cook, Illinois",0.75869,1.4921
17033,"Crawford, Illinois",0.88082999,1.26222
17035,"Cumberland, Illinois",0.86751997,1.23658
17037,"DeKalb, Illinois",0.96710002,1.46456
17039,"De Witt, Illinois",0.89556998,1.34934
17041,"Douglas, Illinois",0.89494997,1.3314199
17043,"DuPage, Illinois",1.03581,1.57767
17045,"Edgar, Illinois",0.74488002,1.22232
17047,"Edwards, Illinois",0.86596,1.2497
17049,"Effingham, Illinois",0.88552999,1.33164
17051,"Fayette, Illinois",0.73540002,1.16827
17053,"Ford, Illinois",0.92458999,1.37287
17055,"Franklin, Illinois",0.71328998,1.11115
17057,"Fulton, Illinois",0.80118001,1.22034
17059,"Gallatin, Illinois",0.74414998,1.14749
17061,"Greene, Illinois",0.82710999,1.21166
17063,"Grundy, Illinois",1.0577199,1.44436
17065,"Hamilton, Illinois",0.82358003,1.15266
17067,"Hancock, Illinois",0.91314,1.32057
17069,"Hardin, Illinois",0.71897,1.0124201
17071,"Henderson, Illinois",0.85506999,1.21473
17073,"Henry, Illinois",0.87853003,1.37184
17075,"Iroquois, Illinois",0.86128998,1.30472
17077,"Jackson, Illinois",0.81449002,1.29241
17079,"Jasper, Illinois",0.86857998,1.28848
17081,"Jefferson, Illinois",0.71473998,1.15002
17083,"Jersey, Illinois",0.90250999,1.32959
17085,"Jo Daviess, Illinois",1.01666,1.39735
17087,"Johnson, Illinois",0.84772998,1.19968
17089,"Kane, Illinois",0.81374002,1.49465
17091,"Kankakee, Illinois",0.81575,1.36412
17093,"Kendall, Illinois",0.97558999,1.4829
17095,"Knox, Illinois",0.74163997,1.2546099
17097,"Lake, Illinois",0.79540002,1.5417399
17099,"LaSalle, Illinois",0.88068002,1.32285
17101,"Lawrence, Illinois",0.77241999,1.1764801
17103,"Lee, Illinois",0.89144999,1.30118
17105,"Livingston, Illinois",0.88341999,1.32529
17107,"Logan, Illinois",0.84324002,1.2874
17109,"McDonough, Illinois",0.87976003,1.33294
17111,"McHenry, Illinois",1.0315599,1.49582
17113,"McLean, Illinois",0.96234,1.47892
17115,"Macon, Illinois",0.67282999,1.28172
17117,"Macoupin, Illinois",0.8581,1.27161
17119,"Madison, Illinois",0.80873001,1.37503
17121,"Marion, Illinois",0.69865,1.13116
17123,"Marshall, Illinois",0.90486002,1.3212301
17125,"Mason, Illinois",0.82437003,1.2417001
17127,"Massac, Illinois",0.80937999,1.2037899
17129,"Menard, Illinois",0.91246998,1.33349
17131,"Mercer, Illinois",0.92795002,1.33437
17133,"Monroe, Illinois",1.13726,1.5077699
17135,"Montgomery, Illinois",0.80458999,1.25467
17137,"Morgan, Illinois",0.74520999,1.28984
17139,"Moultrie, Illinois",0.88616002,1.29865
17141,"Ogle, Illinois",0.92101002,1.34961
17143,"Peoria, Illinois",0.70376998,1.4009
17145,"Perry, Illinois",0.78083003,1.19396
17147,"Piatt, Illinois",1.01722,1.45547
17149,"Pike, Illinois",0.82776999,1.23333
17151,"Pope, Illinois",0.80373001,1.1588
17153,"Pulaski, Illinois",0.64888,1.0383101
17155,"Putnam, Illinois",0.93984997,1.31828
17157,"Randolph, Illinois",0.80009001,1.24022
17159,"Richland, Illinois",0.81281,1.22242
17161,"Rock Island, Illinois",0.74805999,1.3168
17163,"St. Clair, Illinois",0.70964003,1.34079
17165,"Saline, Illinois",0.69823998,1.14215
17167,"Sangamon, Illinois",0.77772999,1.38753
17169,"Schuyler, Illinois",0.83855999,1.2402101
17171,"Scott, Illinois",0.85881001,1.21733
17173,"Shelby, Illinois",0.88202,1.27389
17175,"Stark, Illinois",0.92452002,1.3246
17177,"Stephenson, Illinois",0.77122998,1.25831
17179,"Tazewell, Illinois",0.89353001,1.4189399
17181,"Union, Illinois",0.73984998,1.1545
17183,"Vermilion, Illinois",0.63591999,1.15567
17185,"Wabash, Illinois",0.85715997,1.2239799
17187,"Warren, Illinois",0.74355,1.28415
17189,"Washington, Illinois",0.92009997,1.29357
17191,"Wayne, Illinois",0.79851002,1.2035201
17193,"White, Illinois",0.76433003,1.19792
17195,"Whiteside, Illinois",0.80208999,1.2349499
17197,"Will, Illinois",0.88901001,1.48598
17199,"Williamson, Illinois",0.76560998,1.21905
17201,"Winnebago, Illinois",0.69253999,1.30238
17203,"Woodford, Illinois",1.06163,1.4742301
18000,"State average, Indiana",0.823437385434783,1.26450586847826
18001,"Adams, Indiana",0.88123,1.31402
18003,"Allen, Indiana",0.76571,1.32177
18005,"Bartholomew, Indiana",0.82498997,1.37418
18007,"Benton, Indiana",0.85102999,1.29418
18009,"Blackford, Indiana",0.73729998,1.12283
18011,"Boone, Indiana",0.98833001,1.5347199
18013,"Brown, Indiana",0.84320003,1.2531199
18015,"Carroll, Indiana",0.89156002,1.26807
18017,"Cass, Indiana",0.64837998,1.16589
18019,"Clark, Indiana",0.82122999,1.31036
18021,"Clay, Indiana",0.7888,1.21937
18023,"Clinton, Indiana",0.70153999,1.21956
18025,"Crawford, Indiana",0.77706999,1.1637
18027,"Daviess, Indiana",0.73146999,1.26685
18029,"Dearborn, Indiana",0.94990999,1.34326
18031,"Decatur, Indiana",0.86707002,1.30124
18033,"DeKalb, Indiana",0.85146999,1.26361
18035,"Delaware, Indiana",0.75151998,1.2431099
18037,"Dubois, Indiana",0.88872999,1.42083
18039,"Elkhart, Indiana",0.68068999,1.2465301
18041,"Fayette, Indiana",0.69010001,1.09267
18043,"Floyd, Indiana",0.89868999,1.40207
18045,"Fountain, Indiana",0.84794003,1.26394
18047,"Franklin, Indiana",0.89889997,1.28155
18049,"Fulton, Indiana",0.78792,1.20719
18051,"Gibson, Indiana",0.86931002,1.25252
18053,"Grant, Indiana",0.63485998,1.20114
18055,"Greene, Indiana",0.80587,1.23203
18057,"Hamilton, Indiana",1.1047699,1.55191
18059,"Hancock, Indiana",0.97965997,1.41395
18061,"Harrison, Indiana",0.90402001,1.30158
18063,"Hendricks, Indiana",0.92931998,1.41426
18065,"Henry, Indiana",0.76604998,1.1785901
18067,"Howard, Indiana",0.77929997,1.25169
18069,"Huntington, Indiana",0.80271,1.27377
18071,"Jackson, Indiana",0.67777997,1.2174799
18073,"Jasper, Indiana",0.88543999,1.27894
18075,"Jay, Indiana",0.70731997,1.13327
18077,"Jefferson, Indiana",0.80694997,1.2648
18079,"Jennings, Indiana",0.74383998,1.15838
18081,"Johnson, Indiana",0.90367001,1.38086
18083,"Knox, Indiana",0.77276999,1.25809
18085,"Kosciusko, Indiana",0.82953,1.30966
18087,"LaGrange, Indiana",0.80260998,1.1886899
18089,"Lake, Indiana",0.73655999,1.2819
18091,"LaPorte, Indiana",0.7274,1.20025
18093,"Lawrence, Indiana",0.76993001,1.20269
18095,"Madison, Indiana",0.70077997,1.2361
18097,"Marion, Indiana",0.64282,1.34135
18099,"Marshall, Indiana",0.79961002,1.25089
18101,"Martin, Indiana",0.90463001,1.267
18103,"Miami, Indiana",0.72579002,1.14284
18105,"Monroe, Indiana",1.02991,1.4756
18107,"Montgomery, Indiana",0.82707,1.26452
18109,"Morgan, Indiana",0.88023001,1.2812001
18111,"Newton, Indiana",0.8114,1.20446
18113,"Noble, Indiana",0.74302,1.17937
18115,"Ohio, Indiana",0.89984,1.22659
18117,"Orange, Indiana",0.78084999,1.17852
18119,"Owen, Indiana",0.78828001,1.17349
18121,"Parke, Indiana",0.82599002,1.21121
18123,"Perry, Indiana",0.88709998,1.25776
18125,"Pike, Indiana",0.84871,1.2176501
18127,"Porter, Indiana",0.91794997,1.32955
18129,"Posey, Indiana",0.88253999,1.3171
18131,"Pulaski, Indiana",0.83494002,1.23002
18133,"Putnam, Indiana",0.91301,1.2888
18135,"Randolph, Indiana",0.72804999,1.13954
18137,"Ripley, Indiana",0.96222001,1.35855
18139,"Rush, Indiana",0.85039997,1.2436399
18141,"St. Joseph, Indiana",0.73885,1.34554
18143,"Scott, Indiana",0.73525,1.14362
18145,"Shelby, Indiana",0.80817997,1.25481
18147,"Spencer, Indiana",0.92299002,1.3163199
18149,"Starke, Indiana",0.79974997,1.13282
18151,"Steuben, Indiana",0.80950999,1.24391
18153,"Sullivan, Indiana",0.82416999,1.21545
18155,"Switzerland, Indiana",0.89344001,1.2088701
18157,"Tippecanoe, Indiana",0.88608998,1.40447
18159,"Tipton, Indiana",0.93202001,1.33029
18161,"Union, Indiana",0.90530998,1.24844
18163,"Vanderburgh, Indiana",0.79108,1.33337
18165,"Vermillion, Indiana",0.81395,1.18549
18167,"Vigo, Indiana",0.75757998,1.26702
18169,"Wabash, Indiana",0.77568001,1.25372
18171,"Warren, Indiana",0.84447998,1.21992
18173,"Warrick, Indiana",0.96556002,1.37137
18175,"Washington, Indiana",0.81598002,1.19637
18177,"Wayne, Indiana",0.68084002,1.1638
18179,"Wells, Indiana",0.83754998,1.28441
18181,"White, Indiana",0.79141998,1.24859
18183,"Whitley, Indiana",0.93697,1.3091201
19000,"State average, Iowa",0.984453845656566,1.42295434444444
19001,"Adair, Iowa",1.04217,1.41673
19003,"Adams, Iowa",0.99168003,1.40809
19005,"Allamakee, Iowa",0.95157999,1.41794
19007,"Appanoose, Iowa",0.83076,1.22616
19009,"Audubon, Iowa",1.0862499,1.47972
19011,"Benton, Iowa",1.12208,1.48571
19013,"Black Hawk, Iowa",0.84346002,1.4775701
19015,"Boone, Iowa",1.105,1.48273
19017,"Bremer, Iowa",1.1985101,1.53346
19019,"Buchanan, Iowa",1.12161,1.48045
19021,"Buena Vista, Iowa",0.61985999,1.3526599
19023,"Butler, Iowa",1.15878,1.46735
19025,"Calhoun, Iowa",1.0970401,1.43874
19027,"Carroll, Iowa",1.1022201,1.51215
19029,"Cass, Iowa",0.91459,1.40316
19031,"Cedar, Iowa",1.12602,1.47216
19033,"Cerro Gordo, Iowa",0.93401003,1.4216599
19035,"Cherokee, Iowa",1.06761,1.46536
19037,"Chickasaw, Iowa",1.0524,1.4259501
19039,"Clarke, Iowa",0.78982002,1.25432
19041,"Clay, Iowa",0.96508002,1.42081
19043,"Clayton, Iowa",1.11678,1.42515
19045,"Clinton, Iowa",0.85602999,1.33531
19047,"Crawford, Iowa",0.70107001,1.34447
19049,"Dallas, Iowa",1.05221,1.57988
19051,"Davis, Iowa",0.95643997,1.31036
19053,"Decatur, Iowa",0.97814,1.34315
19055,"Delaware, Iowa",1.10604,1.48777
19057,"Des Moines, Iowa",0.82726002,1.31927
19059,"Dickinson, Iowa",1.1104701,1.49974
19061,"Dubuque, Iowa",1.01527,1.50029
19063,"Emmet, Iowa",0.91679001,1.37455
19065,"Fayette, Iowa",0.99362999,1.40056
19067,"Floyd, Iowa",0.96565998,1.4008501
19069,"Franklin, Iowa",0.81181997,1.38158
19071,"Fremont, Iowa",0.98953998,1.37148
19073,"Greene, Iowa",1.02468,1.42242
19075,"Grundy, Iowa",1.1821001,1.52992
19077,"Guthrie, Iowa",1.09542,1.47627
19079,"Hamilton, Iowa",0.87664002,1.42822
19081,"Hancock, Iowa",1.02168,1.4390399
19083,"Hardin, Iowa",1.0229501,1.4324501
19085,"Harrison, Iowa",1.09229,1.43256
19087,"Henry, Iowa",0.93019003,1.36353
19089,"Howard, Iowa",1.07022,1.43743
19091,"Humboldt, Iowa",1.03614,1.46637
19093,"Ida, Iowa",1.06471,1.4608999
19095,"Iowa, Iowa",1.10716,1.5166399
19097,"Jackson, Iowa",1.00366,1.4098001
19099,"Jasper, Iowa",0.97178,1.40773
19101,"Jefferson, Iowa",0.99169999,1.35737
19103,"Johnson, Iowa",1.09649,1.59433
19105,"Jones, Iowa",1.0578001,1.4650199
19107,"Keokuk, Iowa",0.96718001,1.35427
19109,"Kossuth, Iowa",1.01635,1.46427
19111,"Lee, Iowa",0.79536003,1.26157
19113,"Linn, Iowa",1.00389,1.5095
19115,"Louisa, Iowa",0.82337999,1.32649
19117,"Lucas, Iowa",0.91488999,1.28475
19119,"Lyon, Iowa",1.16634,1.54166
19121,"Madison, Iowa",1.16129,1.49309
19123,"Mahaska, Iowa",0.96131998,1.39921
19125,"Marion, Iowa",1.0699,1.4882801
19127,"Marshall, Iowa",0.70670003,1.32974
19129,"Mills, Iowa",1.09574,1.45555
19131,"Mitchell, Iowa",1.13223,1.46751
19133,"Monona, Iowa",1.00617,1.38178
19135,"Monroe, Iowa",0.97517002,1.34171
19137,"Montgomery, Iowa",0.90561002,1.33672
19139,"Muscatine, Iowa",0.81383002,1.35033
19141,"O'Brien, Iowa",1.0548,1.4900399
19143,"Osceola, Iowa",0.94143999,1.4826
19145,"Page, Iowa",0.96125001,1.36984
19147,"Palo Alto, Iowa",1.0679801,1.43506
19149,"Plymouth, Iowa",1.04109,1.50438
19151,"Pocahontas, Iowa",0.91883999,1.43813
19153,"Polk, Iowa",0.86509001,1.5317301
19155,"Pottawattamie, Iowa",0.82823998,1.39282
19157,"Poweshiek, Iowa",1.02074,1.46582
19159,"Ringgold, Iowa",0.99833,1.36471
19161,"Sac, Iowa",0.92429,1.44178
19163,"Scott, Iowa",0.84495997,1.4416699
19165,"Shelby, Iowa",1.04129,1.4854701
19167,"Sioux, Iowa",0.98806,1.57658
19169,"Story, Iowa",1.1839,1.57066
19171,"Tama, Iowa",0.88661999,1.37349
19173,"Taylor, Iowa",0.92896003,1.37825
19175,"Union, Iowa",0.89901,1.33825
19177,"Van Buren, Iowa",0.91786999,1.2333601
19179,"Wapello, Iowa",0.71122998,1.20978
19181,"Warren, Iowa",1.11465,1.52408
19183,"Washington, Iowa",1.02451,1.46652
19185,"Wayne, Iowa",0.94835001,1.25792
19187,"Webster, Iowa",0.87379003,1.38019
19189,"Winnebago, Iowa",1.0075999,1.46102
19191,"Winneshiek, Iowa",1.2157,1.53627
19193,"Woodbury, Iowa",0.77585,1.39147
19195,"Worth, Iowa",1.03399,1.4069
19197,"Wright, Iowa",0.76385999,1.37997
20000,"State average, Kansas",0.940319521634615,1.35806654038462
20001,"Allen, Kansas",0.77282,1.24413
20003,"Anderson, Kansas",0.96709001,1.29926
20005,"Atchison, Kansas",0.91580999,1.38866
20007,"Barber, Kansas",1.00301,1.38146
20009,"Barton, Kansas",0.83504999,1.33391
20011,"Bourbon, Kansas",0.81825,1.24277
20013,"Brown, Kansas",0.88506001,1.39566
20015,"Butler, Kansas",0.9878,1.42247
20017,"Chase, Kansas",0.98408002,1.37893
20019,"Chautauqua, Kansas",0.82738,1.19947
20021,"Cherokee, Kansas",0.80658001,1.2311
20023,"Cheyenne, Kansas",0.99049002,1.38989
20025,"Clark, Kansas",1.10186,1.47826
20027,"Clay, Kansas",0.97689998,1.35666
20029,"Cloud, Kansas",0.94858998,1.33324
20031,"Coffey, Kansas",1.0122,1.37939
20033,"Comanche, Kansas",1.11961,1.35755
20035,"Cowley, Kansas",0.79356998,1.2706
20037,"Crawford, Kansas",0.84542,1.35449
20039,"Decatur, Kansas",0.94524002,1.35798
20041,"Dickinson, Kansas",0.96974999,1.33303
20043,"Doniphan, Kansas",0.97083998,1.40089
20045,"Douglas, Kansas",1.08681,1.53799
20047,"Edwards, Kansas",0.85889,1.30124
20049,"Elk, Kansas",0.91036999,1.2605799
20051,"Ellis, Kansas",1.10554,1.43604
20053,"Ellsworth, Kansas",0.95778,1.3635
20055,"Finney, Kansas",0.69670999,1.2126
20057,"Ford, Kansas",0.60279,1.16677
20059,"Franklin, Kansas",0.96956998,1.339
20061,"Geary, Kansas",0.87906998,1.18466
20063,"Gove, Kansas",1.12533,1.3698699
20065,"Graham, Kansas",1.01243,1.35987
20067,"Grant, Kansas",0.71670002,1.24897
20069,"Gray, Kansas",1.03863,1.43314
20071,"Greeley, Kansas",NA,NA
20073,"Greenwood, Kansas",0.93081999,1.2937599
20075,"Hamilton, Kansas",0.63841999,1.24756
20077,"Harper, Kansas",0.92580998,1.3434
20079,"Harvey, Kansas",0.90732002,1.40846
20081,"Haskell, Kansas",0.89012998,1.34579
20083,"Hodgeman, Kansas",1.13598,1.4636
20085,"Jackson, Kansas",0.99778998,1.39398
20087,"Jefferson, Kansas",1.10123,1.41523
20089,"Jewell, Kansas",0.95844001,1.31109
20091,"Johnson, Kansas",1.0613101,1.60448
20093,"Kearny, Kansas",0.82278001,1.30803
20095,"Kingman, Kansas",0.98304999,1.37858
20097,"Kiowa, Kansas",1.12808,1.45479
20099,"Labette, Kansas",0.78236997,1.22068
20101,"Lane, Kansas",0.94128001,1.3875901
20103,"Leavenworth, Kansas",0.97672999,1.43594
20105,"Lincoln, Kansas",0.97731,1.34544
20107,"Linn, Kansas",0.94910002,1.3302
20109,"Logan, Kansas",0.99975002,1.40657
20111,"Lyon, Kansas",0.85102999,1.35537
20113,"McPherson, Kansas",1.04287,1.4383399
20115,"Marion, Kansas",1.00951,1.43961
20117,"Marshall, Kansas",1.00089,1.44418
20119,"Meade, Kansas",0.94835001,1.43338
20121,"Miami, Kansas",1.05277,1.43441
20123,"Mitchell, Kansas",1.06715,1.41615
20125,"Montgomery, Kansas",0.74839002,1.23072
20127,"Morris, Kansas",1.02764,1.41012
20129,"Morton, Kansas",0.88933998,1.24032
20131,"Nemaha, Kansas",1.07207,1.52536
20133,"Neosho, Kansas",0.81098002,1.26732
20135,"Ness, Kansas",0.99545002,1.38243
20137,"Norton, Kansas",0.94418001,1.30653
20139,"Osage, Kansas",1.00543,1.34605
20141,"Osborne, Kansas",0.97916001,1.37999
20143,"Ottawa, Kansas",1.00792,1.33687
20145,"Pawnee, Kansas",0.95029998,1.30093
20147,"Phillips, Kansas",1.03273,1.35289
20149,"Pottawatomie, Kansas",1.10542,1.46622
20151,"Pratt, Kansas",0.94848001,1.4157
20153,"Rawlins, Kansas",0.98821002,1.40512
20155,"Reno, Kansas",0.86844999,1.3503
20157,"Republic, Kansas",1.0118001,1.3843
20159,"Rice, Kansas",0.90935999,1.37637
20161,"Riley, Kansas",1.11905,1.50483
20163,"Rooks, Kansas",1.04843,1.34597
20165,"Rush, Kansas",1.04391,1.36845
20167,"Russell, Kansas",0.93883997,1.3606
20169,"Saline, Kansas",0.83788002,1.3619601
20171,"Scott, Kansas",0.85899001,1.39326
20173,"Sedgwick, Kansas",0.79304999,1.40899
20175,"Seward, Kansas",0.59332001,1.06906
20177,"Shawnee, Kansas",0.84419,1.41023
20179,"Sheridan, Kansas",1.06972,1.39827
20181,"Sherman, Kansas",0.95433003,1.37046
20183,"Smith, Kansas",1.0340101,1.35026
20185,"Stafford, Kansas",0.91416001,1.38788
20187,"Stanton, Kansas",0.74300998,1.2876
20189,"Stevens, Kansas",0.78669,1.32619
20191,"Sumner, Kansas",0.94945002,1.3315901
20193,"Thomas, Kansas",1.00006,1.38639
20195,"Trego, Kansas",1.04883,1.4236701
20197,"Wabaunsee, Kansas",1.10539,1.40876
20199,"Wallace, Kansas",1.1349699,1.41184
20201,"Washington, Kansas",1.07432,1.43828
20203,"Wichita, Kansas",0.80993003,1.41675
20205,"Wilson, Kansas",0.77942002,1.2208101
20207,"Woodson, Kansas",0.89772999,1.27321
20209,"Wyandotte, Kansas",0.59995002,1.3054301
21000,"State average, Kentucky",0.82515883525,1.15583591341667
21001,"Adair, Kentucky",0.82176,1.1287
21003,"Allen, Kentucky",0.79587001,1.1441801
21005,"Anderson, Kentucky",0.97829998,1.30205
21007,"Ballard, Kentucky",0.91286999,1.23941
21009,"Barren, Kentucky",0.79999,1.16896
21011,"Bath, Kentucky",0.82356,1.12731
21013,"Bell, Kentucky",0.54250002,0.81682003
21015,"Boone, Kentucky",0.94,1.40441
21017,"Bourbon, Kentucky",0.85073,1.2565
21019,"Boyd, Kentucky",0.84201002,1.18883
21021,"Boyle, Kentucky",0.87402999,1.30196
21023,"Bracken, Kentucky",0.97544998,1.20684
21025,"Breathitt, Kentucky",0.65075999,0.94007999
21027,"Breckinridge, Kentucky",0.92708999,1.18229
21029,"Bullitt, Kentucky",0.93434,1.29442
21031,"Butler, Kentucky",0.81712002,1.15573
21033,"Caldwell, Kentucky",0.91578001,1.21916
21035,"Calloway, Kentucky",0.96552002,1.38595
21037,"Campbell, Kentucky",0.97575003,1.46746
21039,"Carlisle, Kentucky",0.95319998,1.301
21041,"Carroll, Kentucky",0.74715,1.11272
21043,"Carter, Kentucky",0.77390999,1.07926
21045,"Casey, Kentucky",0.74149001,1.05119
21047,"Christian, Kentucky",0.74645001,1.13144
21049,"Clark, Kentucky",0.82292998,1.24055
21051,"Clay, Kentucky",0.56465,0.89466
21053,"Clinton, Kentucky",0.64265001,0.96188998
21055,"Crittenden, Kentucky",0.88957,1.17814
21057,"Cumberland, Kentucky",0.74738002,1.03108
21059,"Daviess, Kentucky",0.88028002,1.28887
21061,"Edmonson, Kentucky",0.91134,1.15702
21063,"Elliott, Kentucky",0.77030998,1.02939
21065,"Estill, Kentucky",0.76797998,1.0693099
21067,"Fayette, Kentucky",0.85557002,1.45638
21069,"Fleming, Kentucky",0.89704001,1.1938699
21071,"Floyd, Kentucky",0.70181,0.94999999
21073,"Franklin, Kentucky",0.87993002,1.29094
21075,"Fulton, Kentucky",0.65978003,1.0691299
21077,"Gallatin, Kentucky",0.81849003,1.15051
21079,"Garrard, Kentucky",0.86457998,1.20605
21081,"Grant, Kentucky",0.87752002,1.21102
21083,"Graves, Kentucky",0.87553,1.31372
21085,"Grayson, Kentucky",0.89462,1.13099
21087,"Green, Kentucky",0.85987997,1.15792
21089,"Greenup, Kentucky",0.88020998,1.1804399
21091,"Hancock, Kentucky",0.96610999,1.23121
21093,"Hardin, Kentucky",0.89464998,1.22519
21095,"Harlan, Kentucky",0.53648001,0.74479002
21097,"Harrison, Kentucky",0.91892999,1.24933
21099,"Hart, Kentucky",0.79969001,1.0615799
21101,"Henderson, Kentucky",0.75729001,1.15529
21103,"Henry, Kentucky",0.92777997,1.29386
21105,"Hickman, Kentucky",0.83769,1.22247
21107,"Hopkins, Kentucky",0.83636999,1.17132
21109,"Jackson, Kentucky",0.74194998,0.97367001
21111,"Jefferson, Kentucky",0.72134,1.41228
21113,"Jessamine, Kentucky",0.89270002,1.40736
21115,"Johnson, Kentucky",0.80589998,1.0539401
21117,"Kenton, Kentucky",0.83428001,1.42374
21119,"Knott, Kentucky",0.64696002,0.92526001
21121,"Knox, Kentucky",0.72356999,0.95703
21123,"Larue, Kentucky",0.93555999,1.22735
21125,"Laurel, Kentucky",0.75147003,1.04198
21127,"Lawrence, Kentucky",0.75506997,1.02411
21129,"Lee, Kentucky",0.69847,1.00093
21131,"Leslie, Kentucky",0.65744001,0.85887998
21133,"Letcher, Kentucky",0.67493999,0.88362002
21135,"Lewis, Kentucky",0.80271,1.0645601
21137,"Lincoln, Kentucky",0.7888,1.09349
21139,"Livingston, Kentucky",0.90083998,1.22604
21141,"Logan, Kentucky",0.86803001,1.2215199
21143,"Lyon, Kentucky",0.96608001,1.29128
21145,"McCracken, Kentucky",0.88722003,1.34364
21147,"McCreary, Kentucky",0.57334,0.70815998
21149,"McLean, Kentucky",0.89047998,1.19087
21151,"Madison, Kentucky",0.88881999,1.28289
21153,"Magoffin, Kentucky",0.82762998,1.0157599
21155,"Marion, Kentucky",0.87061,1.16746
21157,"Marshall, Kentucky",0.98979998,1.35597
21159,"Martin, Kentucky",0.68879002,0.89060998
21161,"Mason, Kentucky",0.88572001,1.18554
21163,"Meade, Kentucky",0.92645001,1.22272
21165,"Menifee, Kentucky",0.76712,1.0351599
21167,"Mercer, Kentucky",0.91907001,1.24615
21169,"Metcalfe, Kentucky",0.78821999,1.01571
21171,"Monroe, Kentucky",0.74926001,1.07744
21173,"Montgomery, Kentucky",0.84895003,1.18309
21175,"Morgan, Kentucky",0.83109999,1.10826
21177,"Muhlenberg, Kentucky",0.86758,1.14695
21179,"Nelson, Kentucky",1.00158,1.30564
21181,"Nicholas, Kentucky",0.87217999,1.1656801
21183,"Ohio, Kentucky",0.83546001,1.12263
21185,"Oldham, Kentucky",1.06872,1.5309401
21187,"Owen, Kentucky",0.86804003,1.21047
21189,"Owsley, Kentucky",0.70379001,0.89990002
21191,"Pendleton, Kentucky",0.92027003,1.21612
21193,"Perry, Kentucky",0.68518001,0.91215998
21195,"Pike, Kentucky",0.73913002,1.02441
21197,"Powell, Kentucky",0.78012002,1.01135
21199,"Pulaski, Kentucky",0.77807999,1.11261
21201,"Robertson, Kentucky",0.92444003,1.18259
21203,"Rockcastle, Kentucky",0.77204001,1.05834
21205,"Rowan, Kentucky",0.86527002,1.2194999
21207,"Russell, Kentucky",0.75591999,1.09022
21209,"Scott, Kentucky",0.83482999,1.32003
21211,"Shelby, Kentucky",0.88164997,1.35223
21213,"Simpson, Kentucky",0.84390002,1.21732
21215,"Spencer, Kentucky",1.01521,1.3850501
21217,"Taylor, Kentucky",0.85095,1.22365
21219,"Todd, Kentucky",0.78096002,1.14949
21221,"Trigg, Kentucky",0.86887997,1.1720999
21223,"Trimble, Kentucky",0.83837998,1.16283
21225,"Union, Kentucky",0.82699001,1.15324
